full_name,alias,age,gender,address,district_name,occupation,prior_convictions,modus_operandi,risk_score
Indira Jha,,21,Male,"37/407, Lala Path",Belagavi,Mechanic,0,Opportunistic crime,44
Patrick Balay,,19,Female,"25/128, Dave Road",Shivamogga,Delivery Boy,0,Opportunistic crime,21
Naksh Chana,,44,Male,"581, Lata Road",Belagavi,Contractor,0,Opportunistic crime,40
Hritik Thaman,Yashica,38,Male,"H.No. 58, Chopra Zila",Davangere,Driver,0,Opportunistic crime,6
Eta Sule,,54,Male,"H.No. 97, Sethi Road",Bidar,Contractor,0,Opportunistic crime,49
Janaki Sankaran,,43,Male,"66/81, Bora Path",Hubballi-Dharwad,Delivery Boy,0,Opportunistic crime,44
Vaishnavi Sabharwal,,45,Male,"73, Shukla Zila",Vijayapura,Vendor,0,Opportunistic crime,5
Lucky Chana,,47,Male,"H.No. 29, Pillai Street",Bidar,Contractor,0,Opportunistic crime,48
Darpan Bath,,36,Male,"23, Mandal Zila",Kalaburagi,Contractor,0,Opportunistic crime,40
Pratyush Sarna,,24,Male,"23, Babu Circle",Tumakuru,Delivery Boy,0,Opportunistic crime,24
Yahvi Mukherjee,,24,Male,"047, Tandon Path",Bidar,Vendor,0,Opportunistic crime,21
Nilima Mahal,,20,Female,"70/27, Dhar Marg",Ballari,Unemployed,0,Opportunistic crime,23
Yuvraj Hora,,27,Male,"75/18, Modi Road",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,36
Frado Jha,,48,Male,"94, Garg Path",Udupi,Driver,1,Opportunistic crime,43
Aayush Malhotra,Yachana,45,Male,"91, Misra Marg",Bidar,Driver,0,Opportunistic crime,23
Charan Date,,30,Female,"326, Pau Street",Mangaluru (Dakshina Kannada),Delivery Boy,0,Opportunistic crime,36
Liam Raghavan,Sudiksha,55,Female,"H.No. 51, Amble Road",Ballari,Driver,0,Opportunistic crime,37
Darsh Sagar,,32,Male,"H.No. 37, Bhatia Path",Udupi,Driver,0,Opportunistic crime,4
Hritik Bhat,,25,Male,"75/20, Pall Street",Ballari,Delivery Boy,0,Opportunistic crime,31
Patrick Agarwal,,28,Male,"51, Das Street",Davangere,Delivery Boy,0,Opportunistic crime,10
Chaaya Kapoor,Rushil,28,Male,"037, Chokshi Street",Mangaluru (Dakshina Kannada),Mechanic,0,Opportunistic crime,20
Ojasvi Parikh,,38,Male,"H.No. 57, Hayer Marg",Raichur,Vendor,0,Opportunistic crime,1
Charan Balakrishnan,Triveni,31,Male,"H.No. 045, Kaul Road",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,22
Tejas Ray,Onveer,21,Male,"201, Guha Zila",Davangere,Mechanic,0,Opportunistic crime,32
Pranit Acharya,Neel,51,Female,"26/63, Bedi Ganj",Ballari,Unemployed,1,Opportunistic crime,18
Rohan Reddy,,30,Male,"H.No. 44, Golla Zila",Bidar,Contractor,0,Opportunistic crime,22
Darsh Sastry,,18,Male,"H.No. 66, Bhasin",Bengaluru Urban,Laborer,0,Opportunistic crime,45
Sarthak Wali,Vrishti,19,Male,"H.No. 731, Dutt",Kalaburagi,Unemployed,0,Opportunistic crime,38
Udant Apte,,21,Female,"96/15, Sur",Mangaluru (Dakshina Kannada),Vendor,0,Opportunistic crime,16
Vyanjana Kunda,Charles,31,Female,"H.No. 08, Joshi Road",Raichur,Unemployed,0,Opportunistic crime,18
Ojas Roy,,54,Female,"19/119, Gour Street",Raichur,Vendor,0,Opportunistic crime,3
Dayita Madan,Aarav,21,Male,"40, Thaman Circle",Ballari,Mechanic,0,Opportunistic crime,18
Teerth Saran,Vihaan,54,Male,"05, Dada Road",Vijayapura,Unemployed,0,Opportunistic crime,14
Rehaan Menon,Eshana,45,Male,"522, Mangal Chowk",Bidar,Delivery Boy,0,Opportunistic crime,44
Hritik Chawla,,19,Male,"H.No. 833, Hans Nagar",Tumakuru,Vendor,0,Opportunistic crime,46
Darsh Kade,,55,Male,"832, Kapoor Road",Bidar,Laborer,0,Opportunistic crime,12
Krish Bawa,Kashvi,38,Male,"18, Lall Circle",Hubballi-Dharwad,Vendor,1,Opportunistic crime,40
Abhiram Chakraborty,,35,Male,"27/07, Bhat Ganj",Mysuru,Unemployed,0,Opportunistic crime,27
Jeremiah Grewal,Vinaya,55,Male,"H.No. 85, Dar Ganj",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,31
Gabriel Chaudry,Odika,22,Male,"47/40, Palla Nagar",Kolar,Mechanic,0,Opportunistic crime,42
Wahab Basu,,36,Male,"26/945, Sankar Ganj",Kalaburagi,Driver,0,Opportunistic crime,45
Shivansh Jayaraman,,43,Female,"H.No. 832, Aurora",Udupi,Contractor,0,Opportunistic crime,5
Abeer Sidhu,,21,Male,"62/448, Rajagopal Nagar",Ballari,Vendor,1,Opportunistic crime,34
Jagdish Atwal,,33,Male,"H.No. 826, Bora Ganj",Udupi,Laborer,1,Opportunistic crime,36
Sathvik Sunder,,30,Male,"49/51, Murty Chowk",Kalaburagi,Unemployed,0,Opportunistic crime,49
Devika Dewan,,51,Male,"13/879, Gokhale Road",Bengaluru Urban,Mechanic,0,Opportunistic crime,18
Veda Issac,,53,Male,"95, Brar Road",Hubballi-Dharwad,Contractor,0,Opportunistic crime,34
Teerth Bala,Dakshesh,29,Male,"H.No. 54, Walia Path",Chikkamagaluru,Unemployed,1,Opportunistic crime,39
Arin Thaman,,48,Male,"H.No. 066, Pant Circle",Chikkamagaluru,Contractor,1,Opportunistic crime,3
Devika Srivastava,,22,Male,"H.No. 974, Kar Street",Tumakuru,Mechanic,0,Opportunistic crime,5
Vivaan Contractor,Hredhaan,44,Male,"H.No. 77, D’Alia Circle",Tumakuru,Contractor,1,Opportunistic crime,41
Lucky Lall,,45,Male,"H.No. 95, Kalita Circle",Tumakuru,Vendor,1,Opportunistic crime,16
Orinder Oak,,42,Male,"H.No. 759, Bava Street",Vijayapura,Vendor,0,Opportunistic crime,8
Bachittar Chawla,,42,Female,"H.No. 974, Mane",Udupi,Driver,0,Opportunistic crime,42
Janya Goda,,52,Male,"99/44, Kala Street",Belagavi,Unemployed,0,Opportunistic crime,27
Osha Chada,,21,Female,"H.No. 966, Issac",Kolar,Driver,0,Opportunistic crime,16
Hemangini Kant,,30,Male,"46, Bakshi Ganj",Kalaburagi,Delivery Boy,0,Opportunistic crime,22
Lipika Jhaveri,Oscar,48,Male,"H.No. 915, Lal Path",Mysuru,Unemployed,0,Opportunistic crime,1
Harini Mital,,51,Male,"42, Desai Nagar",Belagavi,Mechanic,0,Opportunistic crime,10
Alexander Sarna,Timothy,35,Male,"397, Tak Path",Koppal,Unemployed,0,Opportunistic crime,39
Joshua Pandey,,40,Male,"H.No. 395, Badami Path",Kolar,Laborer,0,Opportunistic crime,43
Eiravati Banik,Janaki,39,Female,"H.No. 81, Majumdar Street",Ballari,Driver,1,Opportunistic crime,13
Nakul Gopal,Faris,27,Male,"17/53, Dass Chowk",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,10
Nathaniel Chakrabarti,,21,Female,"H.No. 143, Sur Zila",Vijayapura,Unemployed,0,Opportunistic crime,9
Ryan Kumer,Ekantika,28,Male,"H.No. 47, Rout Road",Kolar,Driver,0,Opportunistic crime,47
Guneet Chaudhari,Gaurangi,45,Male,"H.No. 044, Kulkarni Circle",Shivamogga,Unemployed,0,Opportunistic crime,40
Ekapad Agarwal,Charita,34,Male,"96/888, Bhattacharyya Chowk",Kalaburagi,Delivery Boy,0,Opportunistic crime,34
Advay Singhal,,22,Male,"837, Parmar Ganj",Kolar,Vendor,1,Opportunistic crime,0
Yatin Upadhyay,,28,Male,"00/201, Arora Path",Raichur,Laborer,0,Opportunistic crime,38
Manan Jani,Vaishnavi,32,Male,"03/324, Patla Chowk",Mandya,Contractor,0,Opportunistic crime,30
Hemang Dalal,,27,Male,"12/80, Tandon",Koppal,Vendor,0,Opportunistic crime,14
Zayyan Gade,Urvashi,27,Male,"14/331, Mitra Zila",Mysuru,Delivery Boy,0,Opportunistic crime,41
Faris Walla,,47,Male,"H.No. 761, Dubey Circle",Belagavi,Delivery Boy,1,Opportunistic crime,47
Nisha Sekhon,,24,Male,"74, Ramakrishnan Nagar",Davangere,Laborer,0,Opportunistic crime,9
Sai Sekhon,,47,Male,"H.No. 397, Karnik Street",Raichur,Driver,0,Opportunistic crime,6
Vincent Gole,,25,Female,"H.No. 080, Chand Street",Davangere,Unemployed,1,Opportunistic crime,19
Ikbal Jhaveri,,40,Male,"31/819, Rai Zila",Kolar,Driver,0,Opportunistic crime,7
Widisha Bhandari,Nidra,44,Female,"13/578, Chandra Path",Belagavi,Laborer,0,Opportunistic crime,34
Hardik Dalal,Ucchal,19,Male,"37/084, Gupta Road",Koppal,Laborer,0,Opportunistic crime,1
Gautami Mallick,,25,Male,"45, Khare Road",Hubballi-Dharwad,Vendor,0,Opportunistic crime,3
Aarnav Jayaraman,Raksha,54,Male,"36/192, Shetty",Bengaluru Urban,Laborer,1,Opportunistic crime,13
Shaurya Narayan,Akshay,29,Male,"65, Roy Circle",Chikkamagaluru,Laborer,1,Opportunistic crime,24
Kabir Bhat,Baghyawati,47,Male,"H.No. 544, Varkey Circle",Kolar,Driver,1,Opportunistic crime,28
Victor Dara,Libni,28,Male,"417, Sarkar",Bengaluru Urban,Mechanic,0,Opportunistic crime,28
Samarth Mody,,20,Male,"H.No. 09, Mistry Nagar",Hassan,Laborer,1,Opportunistic crime,29
Ishani Agrawal,,31,Male,"90/984, Sharma",Davangere,Laborer,0,Opportunistic crime,38
Saksham Dutt,,53,Male,"02/357, Kurian Road",Bengaluru Urban,Unemployed,0,Opportunistic crime,24
Faras Parsa,,47,Male,"77/206, Varma Road",Koppal,Unemployed,1,Opportunistic crime,42
Fitan Mital,,54,Female,"H.No. 883, Venkataraman Road",Ballari,Mechanic,1,Opportunistic crime,32
Idika Lalla,,19,Male,"H.No. 726, Yogi Street",Belagavi,Vendor,1,Opportunistic crime,31
Isha Tandon,Daksha,25,Male,"H.No. 95, Morar Road",Chikkamagaluru,Mechanic,1,Opportunistic crime,14
William Kakar,Hitesh,20,Male,"10, Barad Nagar",Belagavi,Driver,0,Opportunistic crime,14
Manthan Rajagopal,,47,Male,"22, Mander Nagar",Mandya,Delivery Boy,1,Opportunistic crime,4
Aarna Om,Hardik,52,Male,"H.No. 48, Menon Ganj",Kalaburagi,Vendor,0,Opportunistic crime,3
Aadi Gokhale,,19,Male,"89/952, Dhingra Ganj",Vijayapura,Delivery Boy,0,Opportunistic crime,1
Bachittar Mitter,,50,Male,"23/561, Gola Marg",Bengaluru Urban,Driver,0,Opportunistic crime,31
Imaran Aggarwal,,39,Female,"H.No. 97, Tailor Path",Kalaburagi,Contractor,0,Opportunistic crime,44
Owen Ratta,,55,Male,"H.No. 612, Choudhary Marg",Koppal,Driver,0,Opportunistic crime,49
Ayaan Ganguly,,34,Male,"H.No. 06, Mall",Tumakuru,Unemployed,0,Opportunistic crime,22
Anirudh Randhawa,,39,Male,"H.No. 68, Rau Chowk",Mysuru,Unemployed,0,Opportunistic crime,47
Oviya Soman,,47,Male,"294, Raghavan Ganj",Mysuru,Driver,0,Opportunistic crime,28
Chakradev Dada,Christopher,45,Male,"49/46, Trivedi Nagar",Bidar,Mechanic,2,Opportunistic crime,39
Jairaj Borde,,22,Male,"07, Bhavsar Street",Ballari,Driver,0,Opportunistic crime,19
Faras Dubey,,43,Male,"70/352, Maharaj Zila",Vijayapura,Driver,0,Opportunistic crime,11
Jhalak Goswami,,21,Male,"713, Shroff Zila",Vijayapura,Mechanic,0,Opportunistic crime,0
Dakshesh Sridhar,,22,Male,"H.No. 41, Batta Zila",Belagavi,Delivery Boy,0,Opportunistic crime,43
Yug Sahni,,46,Male,"15, Mangat Street",Davangere,Vendor,0,Opportunistic crime,10
Vyanjana Mander,Sudiksha,30,Male,"986, Shanker Street",Koppal,Driver,0,Opportunistic crime,4
Matthew Hari,,34,Male,"H.No. 541, Ratti Zila",Hubballi-Dharwad,Unemployed,1,Opportunistic crime,32
Ekapad Behl,Henry,24,Male,"14, Nagy Ganj",Shivamogga,Delivery Boy,0,Opportunistic crime,23
Kritika Rajagopal,,50,Male,"480, Patla",Hassan,Mechanic,0,Opportunistic crime,18
Krish Puri,Manan,21,Male,"H.No. 060, Sant Marg",Vijayapura,Driver,0,Opportunistic crime,13
Kiaan Ghose,Lavanya,26,Female,"H.No. 46, Bawa Road",Belagavi,Unemployed,1,Opportunistic crime,30
Ranveer Bhat,,45,Male,"721, Tak Circle",Bengaluru Urban,Delivery Boy,1,Opportunistic crime,13
David Nagar,,46,Male,"40/63, Bains Circle",Koppal,Unemployed,1,Opportunistic crime,22
Arjun Mital,Yashvi,24,Male,"21/252, Kala Road",Hassan,Delivery Boy,1,Opportunistic crime,48
Adya Nadig,,36,Male,"23, Mukhopadhyay Road",Udupi,Contractor,0,Opportunistic crime,8
Gautami Tata,Logan,34,Male,"03, Sankar Street",Ballari,Vendor,0,Opportunistic crime,16
Ira Narain,,25,Male,"H.No. 59, Sachdeva Chowk",Vijayapura,Contractor,0,Opportunistic crime,42
Raghav Deshpande,Harsh,46,Female,"91, Kadakia Street",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,20
Oscar Kapur,,40,Male,"H.No. 114, Bobal Street",Hassan,Driver,0,Opportunistic crime,31
Girindra Lalla,,23,Male,"H.No. 560, Pathak Path",Raichur,Unemployed,0,Opportunistic crime,26
Samarth Vora,,33,Male,"16/957, Bahl",Bidar,Driver,2,Opportunistic crime,35
Chandani Seshadri,,21,Male,"H.No. 211, Andra Circle",Mangaluru (Dakshina Kannada),Driver,0,Opportunistic crime,25
Triya Sant,,42,Male,"41, Peri Circle",Belagavi,Laborer,0,Opportunistic crime,33
Theodore Datta,,20,Male,"07/69, Sem Zila",Kalaburagi,Laborer,0,Opportunistic crime,39
Tanay Bhatia,Gagan,42,Male,"H.No. 53, Karan Road",Ballari,Delivery Boy,2,Opportunistic crime,38
Janani Modi,Ucchal,20,Male,"51/69, Ahluwalia Path",Koppal,Driver,0,Opportunistic crime,20
Zashil Dayal,,25,Male,"80/171, Chacko Marg",Ballari,Delivery Boy,0,Opportunistic crime,4
Anmol Khanna,,25,Male,"H.No. 95, Ghosh",Chikkamagaluru,Mechanic,0,Opportunistic crime,12
Ekiya Kannan,,46,Female,"H.No. 403, Tiwari",Kolar,Mechanic,0,Opportunistic crime,46
Daksha Khalsa,Warda,54,Female,"70, Biswas Road",Kolar,Vendor,1,Opportunistic crime,13
Anjali Radhakrishnan,,47,Male,"46/89, Mitra Chowk",Mysuru,Driver,1,Opportunistic crime,27
Vyanjana Chadha,,18,Male,"18/637, Pall Path",Chikkamagaluru,Driver,0,Opportunistic crime,45
Matthew Bala,,23,Male,"223, Tank Zila",Vijayapura,Unemployed,1,Opportunistic crime,44
Faraj Patel,Jeevika,55,Male,"H.No. 99, Palla Path",Udupi,Unemployed,0,Opportunistic crime,15
Dakshesh D’Alia,,52,Female,"546, Kurian Road",Bidar,Delivery Boy,0,Opportunistic crime,3
Joshua Saha,,49,Male,"H.No. 108, Tella Street",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,48
Manbir Varkey,Nihal,33,Male,"34/72, Basak Road",Davangere,Contractor,2,Opportunistic crime,44
Dalaja Johal,Upma,48,Male,"141, Agate Road",Raichur,Contractor,0,Opportunistic crime,41
Harish Koshy,,32,Female,"430, Toor Marg",Koppal,Delivery Boy,2,Opportunistic crime,37
Michael Jaggi,,41,Male,"H.No. 14, Sundaram Ganj",Kolar,Delivery Boy,0,Opportunistic crime,47
Rajeshri Peri,,28,Male,"49, Dhingra Chowk",Ballari,Mechanic,2,Opportunistic crime,11
Finn Rajan,,30,Male,"H.No. 765, Karnik Zila",Vijayapura,Delivery Boy,0,Opportunistic crime,45
Theodore Dada,,51,Female,"H.No. 050, Chandra Marg",Mandya,Laborer,1,Opportunistic crime,44
Darpan Sampath,,25,Male,"H.No. 28, Krishnamurthy Street",Kolar,Unemployed,0,Opportunistic crime,49
Devansh Peri,,39,Male,"35, Mand Road",Bengaluru Rural,Driver,0,Opportunistic crime,22
Frederick Gala,,20,Female,"H.No. 015, Mitra Path",Tumakuru,Mechanic,0,Opportunistic crime,50
Umang Jayaraman,,31,Male,"154, Ghosh Ganj",Mysuru,Driver,0,Opportunistic crime,46
Aishani Bajwa,,36,Male,"16/001, Rajagopalan Zila",Mandya,Driver,0,Opportunistic crime,49
Vincent Nair,,27,Male,"H.No. 985, Panchal Nagar",Vijayapura,Laborer,1,Opportunistic crime,19
Imaran Dada,Zarna,20,Female,"105, Mitra Chowk",Belagavi,Unemployed,0,Opportunistic crime,37
Arin Kohli,,26,Male,"H.No. 920, Raval Street",Kalaburagi,Delivery Boy,0,Opportunistic crime,12
Hritik Tiwari,,39,Female,"99, Singhal Chowk",Kalaburagi,Driver,1,Opportunistic crime,13
Tejas Rattan,Kai,18,Male,"H.No. 154, Karnik",Koppal,Vendor,0,Opportunistic crime,6
Gopal Bobal,Nakul,25,Female,"205, Wason Path",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,33
Faqid Brar,Rajeshri,41,Female,"H.No. 591, Mannan Nagar",Belagavi,Mechanic,0,Opportunistic crime,10
Chatura Bhandari,Qarin,41,Male,"H.No. 36, Kashyap Zila",Ballari,Laborer,0,Opportunistic crime,32
Riya Sami,Lakshmi,21,Male,"H.No. 822, Rai Circle",Shivamogga,Delivery Boy,0,Opportunistic crime,16
Amol Kulkarni,,47,Male,"887, Ramanathan Circle",Davangere,Laborer,1,Opportunistic crime,10
Kalpit Kala,,34,Male,"H.No. 661, Hegde Chowk",Shivamogga,Laborer,0,Opportunistic crime,45
Ronith Deo,Geetika,30,Male,"H.No. 684, Subramanian Zila",Hubballi-Dharwad,Laborer,0,Opportunistic crime,35
Guneet Oza,,29,Male,"83, Nair Chowk",Raichur,Mechanic,0,Opportunistic crime,30
Reyansh Majumdar,,39,Male,"H.No. 78, Warrior",Udupi,Unemployed,1,Opportunistic crime,6
Girindra Sengupta,Yatan,21,Female,"H.No. 46, Bawa Zila",Kolar,Laborer,0,Opportunistic crime,16
Faras Pradhan,,49,Female,"10/70, Andra Circle",Bidar,Contractor,0,Opportunistic crime,16
Caleb Bose,,39,Male,"H.No. 874, Dayal Nagar",Vijayapura,Laborer,0,Opportunistic crime,50
Tanish Vasa,Ethan,54,Male,"18/407, Jayaraman Nagar",Ballari,Mechanic,0,Opportunistic crime,6
Nidra Dora,,18,Male,"10/01, Sandhu Zila",Bengaluru Rural,Unemployed,0,Opportunistic crime,25
Barkha Narain,,20,Male,"80/088, Krishnamurthy",Hassan,Vendor,1,Opportunistic crime,35
Hitesh Chakraborty,,19,Female,"H.No. 404, Sidhu Path",Chikkamagaluru,Mechanic,0,Opportunistic crime,25
Wyatt Ghosh,,54,Female,"633, Kumar Chowk",Vijayapura,Unemployed,0,Opportunistic crime,22
Timothy Balakrishnan,Ayush,37,Male,"22/620, Bahl Ganj",Mangaluru (Dakshina Kannada),Mechanic,0,Opportunistic crime,0
Aadi Bail,,44,Female,"48/48, Bumb Ganj",Vijayapura,Contractor,0,Opportunistic crime,27
Hitesh Ramaswamy,,49,Male,"H.No. 75, Saxena Zila",Bengaluru Rural,Contractor,0,Opportunistic crime,45
Tanveer Chowdhury,Harini,29,Male,"88/58, Swaminathan Circle",Tumakuru,Driver,0,Opportunistic crime,13
Tanish Ramachandran,,31,Male,"476, Chand",Vijayapura,Vendor,2,Opportunistic crime,15
Tejas Sani,Thomas,45,Male,"H.No. 43, Mand Zila",Tumakuru,Driver,0,Opportunistic crime,42
Pranit Chatterjee,,30,Female,"786, Kara Nagar",Hubballi-Dharwad,Delivery Boy,1,Opportunistic crime,15
Rohan Kulkarni,,47,Male,"54, Nagarajan Chowk",Kolar,Delivery Boy,0,Opportunistic crime,9
Fitan Srivastava,,38,Male,"35/829, Muni",Tumakuru,Driver,0,Opportunistic crime,28
Rajeshri Pillai,,50,Male,"77/81, Chadha Chowk",Mysuru,Contractor,2,Opportunistic crime,43
Andrew Bera,Qushi,23,Male,"12/74, Bora Zila",Ballari,Unemployed,0,Opportunistic crime,48
Banjeet Choudhury,,28,Male,"15/18, Mangat Road",Belagavi,Delivery Boy,0,Opportunistic crime,10
Yashawini Rau,,46,Male,"H.No. 55, Prakash Ganj",Chikkamagaluru,Contractor,0,Opportunistic crime,39
Naveen Basak,,41,Male,"31/16, Soman Chowk",Shivamogga,Mechanic,1,Opportunistic crime,47
Wridesh Lal,,40,Female,"H.No. 829, Kota Chowk",Shivamogga,Laborer,0,Opportunistic crime,44
Saksham Goel,,36,Male,"H.No. 45, Krishnan Marg",Belagavi,Mechanic,1,Opportunistic crime,33
Chatura Kaur,,26,Male,"H.No. 26, Nanda Marg",Kalaburagi,Vendor,0,Opportunistic crime,15
Ansh Handa,,23,Male,"60/46, Biswas Street",Mangaluru (Dakshina Kannada),Vendor,1,Opportunistic crime,44
Chatresh Radhakrishnan,,20,Male,"128, Gour Ganj",Mandya,Mechanic,0,Opportunistic crime,15
Sarthak Saran,Gaurangi,44,Male,"03, Ghosh Street",Chikkamagaluru,Delivery Boy,1,Opportunistic crime,19
Zayyan Barad,,38,Female,"50/53, Sankar Nagar",Tumakuru,Unemployed,0,Opportunistic crime,22
Max Gade,,54,Male,"684, Thakur Marg",Chikkamagaluru,Delivery Boy,1,Opportunistic crime,32
Lakshit Anand,,37,Male,"54/787, Nath Road",Mangaluru (Dakshina Kannada),Driver,0,Opportunistic crime,16
Bina Balasubramanian,,19,Male,"85, Vora Street",Chikkamagaluru,Driver,2,Opportunistic crime,48
Darsh Chaudhuri,,49,Female,"60, Bali Path",Vijayapura,Unemployed,0,Opportunistic crime,30
Mitesh Parmer,Anmol,23,Male,"65/958, Sarin Ganj",Hassan,Laborer,0,Opportunistic crime,48
Chaitaly Wable,Anay,40,Male,"H.No. 449, Kaul Circle",Bidar,Unemployed,0,Opportunistic crime,42
Teerth Gour,,38,Male,"H.No. 77, Prabhu Path",Davangere,Driver,2,Opportunistic crime,17
Chaman Sankar,Amara,32,Male,"12, Bandi Chowk",Hassan,Laborer,0,Opportunistic crime,35
Avi Bhandari,,22,Male,"89/033, Sane Circle",Davangere,Driver,0,Opportunistic crime,25
Aadi Srivastava,Bakhshi,55,Female,"55/633, Nazareth Marg",Bengaluru Rural,Mechanic,0,Opportunistic crime,17
Kai Kapadia,,40,Female,"80/58, Prashad Marg",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,38
Darsh Pal,,54,Female,"H.No. 15, Swamy Zila",Ballari,Unemployed,0,Opportunistic crime,19
Eta Nayak,,43,Male,"24/308, Jani Chowk",Shivamogga,Unemployed,0,Opportunistic crime,47
Nathaniel Bawa,Gaurang,48,Male,"10, Golla Chowk",Kolar,Contractor,0,Opportunistic crime,18
Ekalinga Gill,,39,Female,"80, Bajaj Path",Bengaluru Rural,Mechanic,0,Opportunistic crime,11
Rachit Viswanathan,,29,Female,"09/377, Chada Street",Vijayapura,Delivery Boy,2,Opportunistic crime,26
Ojasvi Bhatti,,27,Male,"H.No. 704, Gaba Road",Mysuru,Mechanic,1,Opportunistic crime,13
Luke Pillai,,52,Male,"73, Trivedi Circle",Chikkamagaluru,Laborer,0,Opportunistic crime,32
Nihal Biswas,Madhav,29,Female,"H.No. 026, Yadav",Hubballi-Dharwad,Driver,0,Opportunistic crime,16
Mitali Singhal,Ekansh,35,Male,"707, Parmar Nagar",Koppal,Contractor,0,Opportunistic crime,42
Onkar Mistry,,27,Male,"49, Mohan Path",Raichur,Laborer,0,Opportunistic crime,36
Thomas Pathak,,39,Male,"88, Sekhon Nagar",Mangaluru (Dakshina Kannada),Delivery Boy,0,Opportunistic crime,18
George Narula,Ethan,25,Male,"24/655, Sahni Path",Belagavi,Driver,0,Opportunistic crime,2
Chasmum Sule,,37,Male,"760, Chana Marg",Mysuru,Laborer,1,Opportunistic crime,25
Yatin Tak,,25,Female,"689, Chawla Marg",Davangere,Unemployed,0,Opportunistic crime,5
Gunbir Sampath,,19,Male,"38/024, Mandal Zila",Koppal,Laborer,0,Opportunistic crime,31
Finn Chaudhary,Bhavya,46,Male,"458, Sahni Marg",Mandya,Mechanic,0,Opportunistic crime,12
Charan Master,,43,Male,"31, Thakur Street",Shivamogga,Driver,1,Opportunistic crime,36
Chandani Shah,,43,Male,"51, Buch Road",Davangere,Delivery Boy,0,Opportunistic crime,0
Radhika Dash,,48,Female,"H.No. 640, Bajwa Path",Tumakuru,Vendor,1,Opportunistic crime,36
Lakshit Doctor,Urvashi,20,Male,"02/13, Garde",Vijayapura,Driver,1,Opportunistic crime,7
Orinder Sharma,,24,Male,"722, Prashad Path",Raichur,Delivery Boy,1,Opportunistic crime,17
Ekbal Kulkarni,,45,Male,"48, Dash Zila",Kolar,Vendor,0,Opportunistic crime,6
Widisha Tara,Umang,33,Male,"H.No. 197, Sood Marg",Mandya,Unemployed,0,Opportunistic crime,17
Charan Warrior,,52,Female,"H.No. 51, Buch Street",Raichur,Mechanic,0,Opportunistic crime,11
Shivansh Samra,Ranveer,39,Female,"H.No. 76, Pall",Hubballi-Dharwad,Laborer,0,Opportunistic crime,21
Aishani Bobal,,35,Female,"H.No. 96, Mani Street",Ballari,Delivery Boy,0,Opportunistic crime,10
Anthony Mohan,,31,Male,"388, Brahmbhatt Chowk",Udupi,Vendor,1,Opportunistic crime,27
Naksh Kara,,40,Male,"02/238, Butala Ganj",Kolar,Unemployed,0,Opportunistic crime,30
Aryan Palla,,27,Male,"14/22, Ravi Chowk",Mandya,Laborer,1,Opportunistic crime,2
Rayaan Nanda,,36,Male,"13/397, Chaudhuri Street",Hubballi-Dharwad,Delivery Boy,0,Opportunistic crime,18
Max Naidu,,43,Female,"H.No. 575, Bajwa Ganj",Koppal,Delivery Boy,0,Opportunistic crime,18
David Maharaj,,50,Female,"76/935, Nagy Street",Tumakuru,Delivery Boy,1,Opportunistic crime,12
Isaac Lad,Vincent,35,Male,"01/677, Malhotra Chowk",Koppal,Driver,0,Opportunistic crime,49
Nitesh Venkataraman,,51,Male,"686, Kulkarni Ganj",Chikkamagaluru,Driver,0,Opportunistic crime,39
Naveen Salvi,,54,Female,"68, Basu",Davangere,Laborer,0,Opportunistic crime,13
Hredhaan Bail,,52,Male,"H.No. 665, Madan",Bidar,Laborer,2,Opportunistic crime,21
